Blog hanging	wednesday	travel	fit	size	bottom	grandma	grateful	west	photos	technology	dirty	cream	research	hahaha	details	dogs	kitchen	test	teacher	poor	pool	evening	heavy	american	obviously	similar	links	including	university	tuesday	http	liked	likes	movies	anymore	personal	omg	lovely	dear	afternoon	happening	father	talked	fuck	speaking	label	download	quickly	stuck	apartment	king	wrote	shirt	questions	expect	edit	g	married	joe	kinda	hurt	machine	twitter	theme	babies	current	winter	records	pop	act	ah	al	community	results	jesus	email	co	cd	ball	moments	comments	em	el	breakfast	classic	ahead	nights	march	click	till	ben	language	luck	im	www	daddy	died	skin	pink	gotta	safe	nose	students	search	blood	blogging	y	broken	six	national	center	bus	mp	mr	several	gift	chocolate	color	program	presentation	arrived	planning	brain	create	record	lord	easier	series	tree	shower	previous	son	sign	fish	death	continue	spring	un	uk	fresh	truth	daughter	beach	japan	created	cat	album	card	message	price	history	ya	stopped	usual	lines	based	strange	explain	disco	website	human	join	tears	artist	shop	nearly	members	train	actual	hospital	onto	report	focus	cook	unfortunately	ideas	college	nd	ladies	thursday	basically	v	hotel	mommy	problems	wall	whether	beauty	knowing	smell	truck	slow	complete	certain	consider	dress	currently	hoping	major	produced	upon	tickets	india	office	received	speak	reality	brown	honest	online	notice	building	stayed	beyond	bonus	youtube	mentioned	exactly	woke	bar	die	everybody	soul	stupid	mark	shopping	doctor	tour	collection	mention	south	unless	alive	quick	memory	review	reach	aren	various	amount	choose	conversation	chicken	english	lead	june	service	mouth	singer	cup	roll	choice	matt	pulled	internet	situation	singapore	learning	followed	entire	land	process	realize	web	sarah	coffee	l	john	nobody	hang	easily	musical	josh	update	non	gonna	tracks	station	feels	forgotten	lived	popular	michael	parts	headed	lose	library	star	somehow	performance	among	^	sleeping	enjoying	facebook	restaurant	que	happens	wedding	conference	level	posts	guitar	taste	wife	weight	peace	holiday	fear	feat	opening	wanna	perhaps	cake	episode	fair	possible	began	wondering	spot	vacation	image	passed	original	content	pics	action	keeping	science	information	w	session	recent	hello	standing	david	figured	stage	study	dj	dr	fight	interested	hell	indeed	okay	ground	husband	concert	article	media	ft	jordan	towards	wow	himself	noticed	ha	net	posting	points	items	form	shit	digital	fell	yummy	pain	videos	release	bunch	la	comment	latest	photo	bands	na	events	worse	worst	ten	tea	difficult	health	added	sharing	reasons	sort	cars	itself	example	rd	everywhere	adam	large	gold	cry	available	church	seemed	magic	challenge	system	dan	total	earlier	war	certainly	presented	truly	cannot	celebrate	damn	picked	data	admit	immediately	warm	dog	lazy	opportunity	dreams	managed	film	difference	public	simply	ran	f	apparently	mid	mix	lol	snow	radio	released	slowly	chinese	finding	rainy	remix	related	july	scared	exciting	below	ate	season	punk	sat	pages	org	chase	pieces	haha	law	eventually	holding	market	club	worry	albums	makeup	control	quality	became	japanese	lights	lyrics	daily	lake	everyday	laughing	further	particular	gotten	dancing	meeting	kill	entry	google	ourselves	favourite	sing	de	text	calling	general	helped	soft	j	changed	changes	driving	sky	bye	practice	window	ep	
story about us	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	3	4	1	0	1	0	0	0	0	0	1	4	0	0	4	0	1	3	0	0	1	1	0	0	15	0	0	2	0	0	5	0	0	0	0	2	0	2	0	0	2	0	0	3	0	0	2	0	0	0	0	1	3	0	0	1	1	0	0	0	0	0	1	1	4	0	1	2	0	1	1	1	1	0	1	10	10	0	6	0	0	1	0	0	1	1	1	3	0	0	1	0	1	0	5	0	0	0	4	0	0	3	0	2	2	3	0	1	5	1	0	0	0	0	0	1	3	1	2	1	5	0	0	4	5	6	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	6	3	0	2	0	3	0	0	0	0	0	1	0	70	0	13	0	0	0	0	0	0	0	2	0	1	4	2	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	3	0	1	0	0	0	1	3	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	6	0	2	0	0	0	4	0	5	5	2	0	1	0	0	0	2	0	0	0	0	8	1	0	1	0	0	1	2	0	0	0	1	0	2	0	1	0	0	0	0	2	0	1	0	2	0	3	0	0	0	0	2	1	0	2	2	0	1	0	0	3	0	1	2	1	0	0	0	0	2	0	1	14	0	0	0	1	1	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	2	0	0	5	0	0	3	4	0	1	0	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	4	0	5	0	3	0	1	1	1	1	0	0	0	1	0	0	0	2	4	0	1	0	0	1	1	7	0	3	0	2	1	3	0	0	0	3	0	1	0	0	1	1	0	0	1	4	1	4	1	0	0	0	2	3	1	0	8	0	17	0	0	2	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0	3	1	8	1	1	0	1	1	6	1	1	0	0	1	0	0	0	0	2	3	0	1	0	1	0	1	1	0	1	1	3	2	3	2	0	0	
Time in a Bottle	2	8	35	10	36	12	1	9	11	0	5	2	1	6	34	12	4	17	41	49	15	2	10	22	21	117	30	2	27	36	4	2	1	11	9	37	8	3	9	16	29	3	37	15	0	6	0	1	13	5	20	29	20	3	11	18	8	6	18	2	2	4	13	0	14	1	9	6	8	8	5	12	20	11	17	0	3	5	2	5	0	17	0	4	19	16	12	19	9	6	13	8	9	2	0	3	1	17	4	2	2	12	1	76	4	26	5	4	6	15	44	3	53	3	9	3	3	0	0	10	4	28	10	6	6	28	2	16	12	28	1	16	47	9	19	35	23	2	2	9	18	8	24	13	29	6	5	33	9	12	12	45	21	17	10	5	16	5	8	0	5	13	21	19	3	11	57	2	68	15	53	13	15	4	26	40	3	18	1	17	7	15	4	18	0	5	7	25	16	21	19	7	9	22	19	23	4	9	30	17	3	36	5	9	90	6	31	6	0	119	2	8	37	15	43	4	23	30	9	3	6	9	58	9	4	11	6	28	9	16	15	32	15	13	14	33	3	17	7	16	9	4	24	10	25	4	6	7	4	25	24	0	43	0	2	16	10	36	10	4	4	31	23	11	0	5	7	2	1	12	12	19	9	0	3	53	0	1	87	6	20	16	20	0	6	9	6	5	26	21	24	6	0	11	14	4	14	0	3	30	6	46	1	19	24	32	3	3	8	6	0	9	6	82	7	2	16	4	4	22	2	5	2	63	33	7	6	22	5	15	6	6	14	2	8	19	5	1	30	21	1	47	15	10	1	9	0	18	8	23	21	5	4	1	22	5	34	5	1	10	13	10	5	17	0	7	11	3	11	3	9	5	30	4	3	29	0	2	7	10	14	5	11	22	21	4	8	49	15	36	27	10	8	17	30	10	18	5	16	2	1	0	4	27	133	14	68	22	43	6	16	19	21	1	10	2	25	36	9	1	14	24	9	28	6	8	20	34	4	11	44	18	1	1	2	17	22	8	57	2	2	0	16	27	1	0	16	4	11	0	5	1	2	2	9	6	13	14	4	35	1	11	21	0	12	12	24	32	4	9	37	84	7	4	12	12	9	3	14	8	58	8	39	35	24	5	10	14	16	10	17	4	18	4	52	10	4	13	5	6	
Welcome to My World!	5	0	3	1	3	2	16	0	4	4	1	2	3	5	1	6	4	7	3	0	12	3	5	3	18	5	0	6	3	0	7	26	6	3	3	11	1	42	0	2	6	1	4	8	0	3	0	1	4	2	0	1	2	4	3	2	0	3	15	0	13	6	3	0	1	8	3	6	1	6	3	0	3	1	3	0	7	9	3	2	3	5	2	0	9	2	2	2	12	1	1	0	1	11	1	13	5	4	1	8	16	6	4	0	4	2	5	0	10	0	3	6	0	0	1	16	22	6	13	13	0	4	0	6	0	6	2	4	0	13	6	0	12	10	2	6	0	6	0	0	4	2	17	10	0	4	9	8	6	3	1	7	16	13	4	1	1	1	6	0	0	3	18	3	0	6	3	10	1	0	11	3	22	0	9	2	11	1	5	6	7	2	1	0	4	4	2	3	3	5	8	7	0	4	5	2	6	1	10	3	0	1	2	0	8	5	3	2	3	4	20	4	3	5	3	5	0	2	0	3	2	8	0	1	8	1	8	0	0	0	3	2	3	2	7	2	2	5	5	1	5	4	1	1	1	4	5	9	1	4	4	1	3	11	4	3	0	0	3	1	1	8	2	3	5	3	2	312	4	3	5	3	1	0	2	2	17	2	5	9	0	2	1	0	3	4	10	0	0	4	1	1	2	5	1	4	3	0	7	3	5	3	0	0	1	10	7	2	1	3	0	2	11	0	3	0	15	5	0	6	7	19	4	6	3	0	108	0	5	0	2	1	1	14	5	2	0	3	1	0	2	45	8	2	1	0	1	1	3	7	5	0	0	0	5	22	5	5	2	1	7	10	7	3	3	11	5	1	17	2	0	7	4	6	3	18	0	0	4	7	2	3	10	2	7	7	1	2	3	15	2	1	12	6	0	1	2	4	4	20	2	1	26	2	0	3	1	5	0	2	6	1	9	3	9	1	8	5	3	10	0	4	4	4	2	1	3	2	7	1	1	2	1	29	29	12	1	0	2	5	1	0	4	6	4	10	1	6	6	0	10	70	3	4	1	0	9	1	1	2	4	9	4	0	7	2	1	0	1	1	5	5	5	2	3	4	22	0	8	10	0	2	6	0	1	1	0	4	10	5	0	8	5	9	11	3	1	0	2	0	
The Mind of an African-Chinese guy.	0	0	2	1	0	0	1	0	3	5	0	0	2	0	0	0	1	1	0	0	1	0	1	0	10	0	2	0	7	2	0	0	0	0	7	3	6	0	7	0	1	0	18	0	0	15	1	0	2	0	0	5	2	5	0	0	0	0	4	0	0	1	0	0	5	1	1	7	3	32	0	0	0	5	0	0	0	0	3	0	0	2	0	0	0	38	1	0	1	0	3	1	5	7	0	0	2	9	4	2	0	0	1	0	1	1	0	0	1	1	12	4	2	0	1	8	1	1	2	0	0	0	1	1	0	7	0	0	11	2	0	0	3	0	0	8	5	6	0	0	3	1	17	0	10	1	1	24	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	1	11	1	2	4	6	0	0	0	2	0	2	2	0	0	0	2	0	1	0	2	1	0	2	2	6	0	0	0	0	0	2	2	2	1	3	3	1	3	0	0	0	3	2	2	0	0	1	0	1	0	1	0	3	0	1	0	0	3	0	4	0	2	7	2	2	3	0	8	1	3	1	3	0	1	0	1	0	0	0	0	12	0	4	2	7	118	0	0	0	0	0	0	1	9	0	0	3	2	1	0	0	0	0	0	1	0	0	1	10	0	2	5	4	0	3	1	3	3	26	0	0	1	0	0	11	0	4	5	0	1	3	0	3	0	2	2	0	0	0	2	1	10	0	9	3	2	0	1	0	2	3	2	1	0	12	2	1	9	1	6	4	0	4	0	0	0	0	0	0	4	1	3	0	0	6	0	1	3	0	1	0	0	0	1	6	17	0	1	1	0	1	4	3	0	0	0	5	0	0	0	0	0	5	0	0	25	2	1	0	0	2	2	0	1	0	1	2	2	1	0	1	0	0	0	0	0	1	0	2	0	0	5	2	1	0	0	1	2	0	0	0	1	3	3	2	0	12	12	3	0	0	0	0	0	2	0	1	2	3	1	15	0	2	0	0	0	0	1	0	1	9	3	20	2	176	1	1	0	0	5	0	1	0	0	0	1	1	0	0	0	0	0	13	1	3	1	5	4	9	0	0	1	6	16	3	10	0	6	1	3	0	1	1	5	1	0	0	0	0	1	7	4	0	0	1	1	3	0	1	0	6	1	3	0	3	0	
JOURNEYING THRU LIFE	5	1	14	1	1	2	0	3	9	0	6	5	0	15	0	14	0	3	24	2	25	3	18	20	2	6	22	5	31	2	2	49	7	12	15	0	22	0	10	16	6	17	12	1	0	11	0	3	2	7	0	10	3	0	15	5	0	1	25	0	7	10	3	0	2	2	10	13	1	0	33	13	140	19	6	93	3	3	1	0	8	28	6	5	7	0	7	10	8	7	63	0	11	11	0	44	1	9	1	4	7	17	5	6	12	16	0	1	11	2	7	8	22	3	5	47	6	0	0	2	1	7	3	2	15	6	86	5	4	3	2	22	38	15	39	22	13	2	6	3	17	16	11	0	0	26	0	2	14	21	8	26	14	11	24	19	7	8	18	0	5	22	6	6	0	4	10	17	88	10	21	2	3	3	7	2	1	12	4	58	1	2	9	4	0	23	2	42	7	18	1	0	2	13	30	14	1	1	8	16	1	82	6	106	79	6	30	12	2	3	1	1	7	10	27	1	3	38	5	3	1	13	1	12	2	2	6	9	0	1	16	10	16	14	4	4	4	12	9	40	15	8	2	6	15	9	9	11	6	5	0	3	8	0	6	6	33	2	9	33	70	64	7	6	1	2	0	4	4	3	2	7	6	0	2	75	0	13	61	5	9	7	3	2	35	2	13	0	5	5	0	60	0	1	8	2	4	0	15	8	0	3	4	1	15	35	6	64	18	46	0	4	1	7	1	13	11	20	10	15	1	0	20	33	10	5	5	11	20	15	19	2	1	20	6	21	2	0	6	17	0	17	27	7	8	93	6	6	26	0	28	6	0	2	74	0	43	5	9	20	6	11	5	26	2	0	6	1	18	1	3	4	5	11	4	1	2	8	14	8	5	11	0	12	26	19	8	27	2	3	38	21	5	8	16	17	10	9	18	0	28	22	2	9	2	7	60	3	8	0	17	55	5	3	9	7	1	13	5	0	2	1	13	12	25	16	21	4	1	1	2	4	3	0	0	7	4	30	1	4	2	1	20	11	13	6	30	3	11	0	9	5	11	0	6	0	21	8	5	18	1	1	0	1	10	4	14	0	3	8	11	6	3	2	32	9	0	1	4	19	1	1	20	2	6	0	3	8	9	12	5	10	14	12	13	16	2	18	4	0	
Wacie's Way	8	6	0	2	1	0	0	0	1	0	0	0	2	0	0	0	2	7	0	2	3	5	1	0	1	1	1	0	0	0	3	0	2	2	1	0	0	0	0	1	2	3	1	1	0	0	0	0	2	3	0	3	0	2	3	1	0	0	9	0	3	3	0	0	1	0	3	2	0	1	0	0	1	0	0	1	3	2	0	1	0	1	0	0	4	0	3	2	1	0	2	0	0	3	0	0	0	2	1	4	4	1	0	0	0	0	4	3	2	0	0	0	2	3	2	2	1	3	2	0	0	1	0	0	0	0	1	1	3	1	0	1	7	0	1	1	1	13	0	0	0	0	42	12	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	2	0	2	1	0	0	1	0	2	4	0	3	9	0	3	0	1	4	0	2	1	1	1	2	0	5	1	2	1	0	0	2	0	5	1	0	0	0	0	2	5	0	2	1	2	1	1	2	3	0	0	0	1	0	0	0	1	0	0	3	0	6	0	0	0	0	11	1	1	1	0	0	0	2	0	0	1	1	8	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	6	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	3	1	3	0	0	0	7	2	0	0	4	1	0	1	1	3	1	4	0	0	10	0	2	3	0	3	2	4	1	3	1	0	1	0	0	4	2	1	0	0	2	3	15	0	4	0	0	1	0	0	1	0	2	0	1	1	2	0	1	0	0	1	0	1	1	0	0	2	0	10	0	1	0	0	0	0	0	2	0	4	0	1	0	0	0	0	1	0	1	1	0	0	1	0	4	0	0	0	0	0	1	0	1	9	0	1	2	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	1	6	3	1	2	0	1	0	2	7	1	0	2	2	0	0	0	1	0	1	1	1	2	0	9	0	0	0	0	1	1	0	0	7	2	0	3	2	3	0	2	0	0	0	0	0	2	0	1	5	0	1	0	3	2	1	2	0	2	0	2	3	0	3	2	0	2	3	3	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	2	2	3	0	
Emily Arnold	5	0	0	0	0	0	8	2	0	0	1	0	1	0	0	0	0	4	1	7	3	1	0	0	1	2	0	0	1	0	2	2	1	1	1	1	0	0	4	1	3	2	1	1	0	0	0	0	0	1	4	0	0	2	0	0	0	0	1	0	0	1	2	0	0	4	1	0	0	0	0	0	0	0	0	0	1	1	0	4	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	5	1	3	4	0	2	0	0	2	1	0	0	2	2	0	0	0	0	2	0	1	2	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	1	0	4	0	0	1	1	0	2	4	0	0	2	0	0	2	0	1	1	1	0	0	2	0	0	2	1	1	1	0	0	5	0	0	1	1	1	3	0	0	2	1	3	0	0	0	3	1	1	0	0	0	0	0	2	3	1	0	0	0	0	0	1	5	1	0	1	1	0	0	4	1	2	0	1	1	0	0	0	0	0	0	7	3	0	0	0	1	0	0	1	1	2	0	1	0	1	14	2	3	1	2	0	2	0	0	0	0	1	1	1	0	0	4	5	2	2	1	0	0	0	0	0	0	1	0	0	2	2	7	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	1	1	0	0	3	1	0	3	0	0	0	0	7	0	0	3	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	3	1	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	6	1	0	3	0	0	1	1	1	0	0	2	0	0	0	1	0	2	0	2	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	3	0	0	0	0	0	1	0	1	0	0	4	0	0	1	0	1	0	0	0	1	9	1	0	0	2	2	1	1	0	0	0	0	0	0	0	2	2	1	1	3	0	3	3	0	0	0	1	2	0	
ajcaaco - euphony of bonds across time	0	7	4	0	2	1	1	0	1	42	0	0	0	1	13	9	1	3	0	7	7	0	7	1	2	1	3	0	6	9	0	12	0	0	0	0	0	3	7	16	3	2	0	0	0	2	0	0	1	1	0	7	1	8	0	4	0	5	7	0	4	3	0	0	11	0	15	0	0	15	1	49	0	2	6	1	5	62	0	3	1	9	0	0	5	0	1	0	3	1	8	0	0	3	0	11	0	0	1	2	0	1	2	17	9	0	1	2	1	0	3	1	8	0	39	8	2	0	0	2	1	4	2	2	3	1	0	0	4	8	1	5	1	4	4	1	8	0	0	0	0	0	0	0	0	5	4	11	2	1	8	6	0	0	8	1	2	1	4	0	22	5	13	8	3	4	0	55	0	1	0	2	1	2	1	2	5	13	10	0	0	6	3	0	0	3	2	7	2	0	2	0	0	0	1	0	1	6	1	3	0	2	2	0	0	13	1	0	0	0	3	4	2	1	4	0	2	6	0	3	1	0	5	0	2	2	5	3	4	0	1	2	0	0	1	2	1	4	1	6	0	0	0	10	2	1	8	5	0	1	0	0	0	0	0	1	6	32	3	3	3	0	1	2	0	0	0	0	0	2	1	1	27	0	5	7	1	0	3	1	2	0	4	1	0	1	0	0	0	0	46	11	18	4	7	1	7	0	1	13	3	7	0	2	2	5	1	0	1	1	0	1	4	1	4	0	0	7	3	1	0	0	2	0	2	4	0	2	0	7	4	3	11	5	0	3	0	0	15	0	0	0	1	10	2	1	0	1	2	70	3	1	0	0	6	4	5	2	0	1	0	1	0	7	0	0	0	3	0	5	1	4	2	2	0	26	1	0	8	1	0	2	2	1	0	1	7	2	1	0	1	0	34	0	0	2	36	1	3	0	0	0	1	1	0	2	4	1	0	2	1	4	5	2	1	0	0	3	2	0	0	3	0	8	0	2	1	8	0	2	0	4	1	1	0	1	0	1	82	1	0	0	2	3	0	3	21	1	1	0	4	7	1	1	10	24	4	3	8	3	0	0	2	0	0	5	4	1	0	0	0	0	3	1	0	4	4	1	5	0	14	2	5	0	4	8	1	1	7	5	3	1	2	0	0	2	0	27	0	0	
O Bicho Preguiça	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	73	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	22	2	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	354	0	2	0	0	0	27	0	0	0	2	0	0	0	0	
Siobhan Claude Van-Damme	4	20	2	10	17	7	1	5	1	26	0	1	5	5	0	7	3	7	4	2	1	3	9	4	3	5	0	4	10	1	18	2	11	3	2	9	9	0	54	1	2	9	0	0	0	1	2	0	2	13	1	3	13	7	8	5	0	13	23	0	1	4	1	6	6	0	1	18	1	18	6	2	0	1	2	0	2	4	6	0	7	7	0	0	7	3	0	4	6	1	1	4	0	5	0	2	2	6	12	37	0	11	4	0	3	2	13	3	5	10	4	0	15	0	6	2	5	18	0	0	0	3	10	3	0	6	1	6	1	5	4	1	2	4	17	4	2	9	0	7	8	0	2	4	1	3	1	33	4	0	5	3	1	11	3	5	12	0	4	1	3	2	8	3	4	2	15	1	13	1	1	4	1	8	10	1	7	1	1	2	18	5	0	6	1	4	6	0	3	6	4	0	5	8	7	3	40	2	7	1	0	2	4	0	13	0	6	2	5	13	4	2	3	5	2	2	9	6	1	3	7	8	1	7	4	7	15	1	3	3	9	2	3	1	14	3	10	3	1	7	4	5	7	8	0	2	4	2	2	6	9	2	8	0	2	7	6	0	5	9	1	2	8	0	0	3	1	2	3	4	6	0	3	0	15	1	8	5	3	18	5	5	1	2	3	13	3	0	7	5	3	1	0	8	5	3	6	0	9	65	0	0	11	4	6	0	23	9	14	3	4	3	0	0	34	2	7	6	2	5	3	0	2	6	7	3	0	2	10	1	1	2	1	4	17	2	8	3	3	1	2	0	1	6	2	4	31	5	3	0	2	0	1	0	3	3	1	2	0	0	11	1	3	5	0	0	4	2	1	11	2	10	6	2	0	21	6	0	4	3	1	6	30	2	18	9	5	17	5	1	2	4	3	5	6	10	3	13	5	5	8	7	11	2	7	1	2	0	18	1	4	20	10	0	19	0	4	1	11	4	10	0	6	6	14	5	3	2	1	8	5	3	11	0	0	4	7	7	0	15	3	2	5	6	12	13	10	9	8	1	5	3	0	0	5	0	3	3	0	7	7	4	5	0	9	8	8	4	9	9	3	0	1	2	4	6	0	12	5	1	0	7	6	59	7	3	2	2	4	11	14	4	10	24	0	4	2	0	6	3	
Stay hungry. Stay foolish.	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	2	1	1	0	2	0	0	0	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	1	0	0	1	4	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	
JustAnotherBlog	0	0	5	0	1	5	2	0	0	1	4	5	4	1	0	0	1	1	8	4	2	0	13	4	1	17	16	0	2	1	2	1	4	3	25	7	8	1	0	19	3	9	5	5	0	6	0	1	1	0	3	5	2	7	29	7	1	11	1	0	0	4	7	3	1	0	2	3	2	0	17	0	1	1	8	0	0	4	0	1	74	2	0	0	3	1	8	9	3	5	26	0	0	9	0	2	5	2	0	2	0	4	2	4	16	5	8	0	0	2	11	0	6	0	34	1	6	2	9	6	12	3	4	7	5	0	1	2	13	12	0	1	4	1	0	0	13	0	1	0	1	8	0	0	0	14	2	1	2	6	12	7	1	6	7	15	6	12	11	0	4	19	3	2	0	9	0	4	13	18	0	0	6	0	4	1	4	57	5	0	0	0	13	0	3	11	1	4	4	21	1	2	9	15	0	2	0	2	1	0	1	3	2	64	12	1	10	7	0	2	3	12	7	2	5	0	1	19	0	4	1	2	0	6	16	1	8	2	1	4	24	1	1	1	1	17	2	5	2	7	5	8	3	2	14	7	2	2	3	2	10	0	5	0	0	12	50	0	7	10	0	0	20	8	1	0	3	2	2	0	0	20	0	0	2	18	0	0	2	6	0	5	2	0	5	0	4	0	1	12	6	7	0	6	6	3	5	0	16	0	1	20	1	1	4	1	2	0	0	10	1	0	0	0	1	3	3	17	2	1	3	6	13	8	2	4	3	5	9	3	16	1	13	5	2	2	0	0	4	15	0	0	23	5	2	0	0	2	0	1	10	0	0	0	10	1	2	2	0	4	3	14	0	16	1	0	5	0	12	2	0	2	4	9	2	2	0	5	2	7	8	1	8	36	2	9	8	14	11	1	7	11	6	7	0	2	1	2	16	0	10	1	2	15	0	0	7	7	13	1	3	0	14	2	2	2	1	3	2	2	6	8	20	2	2	4	10	2	2	16	0	6	1	1	2	1	0	4	6	4	1	0	10	2	3	1	1	3	13	0	0	10	0	2	3	0	1	0	1	10	1	1	1	0	18	0	26	0	3	6	5	2	16	2	4	22	0	1	3	5	59	10	4	22	10	5	5	8	14	3	0	3	11	7	5	2	19	1	1	0	
